20-24_TotalPopulation,20-24_TotalMalePopulation,20-24_TotalFemalePopulation,20-24_Graduates,20-24_MaleGraduates,20-24_FemaleGraduates,25-29_TotalPopulation,25-29_TotalMalePopulation,25-29_TotalFemalePopulation,25-29_Graduates,25-29_MaleGraduates,25-29_FemaleGraduates,30-34_TotalPopulation,30-34_TotalMalePopulation,30-34_TotalFemalePopulation,30-34_Graduates,30-34_MaleGraduates,30-34_FemaleGraduates,35-59_TotalPopulation,35-59_TotalMalePopulation,35-59_TotalFemalePopulation,35-59_Graduates,35-59_MaleGraduates,35-59_FemaleGraduates,60+_TotalPopulation,60+_TotalMalePopulation,60+_TotalFemalePopulation,60+_Graduates,60+_MaleGraduates,60+_FemaleGraduates,District,State,Year
179164,96034,83130,6630,4010,2620,156286,81196,75090,6810,4590,2220,126366,66220,60146,5504,3924,1580,330637,180884,149753,11400,9570,1830,137195,69455,67740,510,490,20,HISAR,HARYANA,1991
144216,80480,63736,10210,5920,4290,129421,68137,61284,10205,6629,3576,113636,58738,54898,7147,4921,2226,321520,173486,148034,19380,14603,4777,107952,53214,54738,1661,1431,230,HISAR,HARYANA,2001
177501,98746,78755,26536,14404,12132,152975,83398,69577,26397,15316,11081,131450,68401,63049,15822,9664,6158,444457,231618,212839,33270,23301,9969,145738,70964,74774,4740,3902,838,HISAR,HARYANA,2011
83892,47994,35898,5534,3351,2183,73169,39343,33826,5728,3853,1875,61849,31745,30104,3759,2650,1109,186544,99506,87038,8764,7099,1665,73692,36701,36991,1024,961,63,JHAJJAR,HARYANA,2001
97455,52164,45291,16617,8708,7909,86101,45694,40407,16114,9154,6960,72322,37871,34451,9551,5852,3699,242375,127767,114608,17520,12518,5002,92754,44889,47865,2877,2557,320,JHAJJAR,HARYANA,2011
89267,47037,42230,2471,1581,890,79801,42300,37501,2400,1760,640,63497,32960,30537,1940,1380,560,175039,95410,79629,4990,4490,500,75588,40069,35519,190,190,0,JIND,HARYANA,1991
107686,60237,47449,5214,3253,1961,97102,51125,45977,5135,3553,1582,84277,42534,41743,3500,2526,974,244226,129461,114765,9375,7775,1600,93378,48055,45323,727,648,79,JIND,HARYANA,2001
134678,74269,60409,18209,10097,8112,110906,60339,50567,16312,9946,6366,95474,49261,46213,8897,5806,3091,330689,171548,159141,16721,12570,4151,123019,61627,61392,2279,2048,231,JIND,HARYANA,2011
74183,39203,34980,2240,1600,640,67183,34446,32737,2090,1410,680,52642,26702,25940,1570,1200,370,147727,79454,68273,3710,3280,430,69662,37212,32450,180,180,0,KAITHAL,HARYANA,1991
85773,47660,38113,4320,2572,1748,76706,40314,36392,4219,2851,1368,68043,34358,33685,2943,2091,852,196201,103799,92402,7412,5792,1620,76970,38851,38119,481,412,69,KAITHAL,HARYANA,2001
110863,59260,51603,14001,7550,6451,92157,49174,42983,12763,7636,5127,77660,39942,37718,7206,4578,2628,259293,133035,126258,13344,9592,3752,105180,52215,52965,1792,1540,252,KAITHAL,HARYANA,2011
79470,41968,37502,4100,1990,2110,71058,37039,34019,4410,2370,2040,60881,30931,29950,4550,2720,1830,163887,89609,74278,9250,6940,2310,65481,34271,31210,700,640,60,KARNAL,HARYANA,1991
120111,65298,54813,9395,4916,4479,104353,55220,49133,9371,5433,3938,90688,45770,44918,6449,3866,2583,270734,144277,126457,19583,13199,6384,94482,47697,46785,2031,1673,358,KARNAL,HARYANA,2001
157928,82427,75501,24262,11648,12614,135520,70967,64553,24022,12540,11482,112201,57454,54747,14700,8078,6622,369911,190871,179040,32040,19899,12141,132981,66259,66722,5946,4457,1489,KARNAL,HARYANA,2011
60596,32520,28076,3720,1900,1820,53567,27999,25568,3100,2100,1000,44230,22210,22020,2630,1640,990,116260,63110,53150,5832,4790,1042,51231,26673,24558,340,290,50,KURUKSHETRA,HARYANA,1991
81631,43974,37657,8329,4517,3812,67497,35203,32294,6368,3767,2601,60221,30195,30026,4426,2745,1681,179287,95181,84106,12636,9048,3588,65155,32509,32646,1001,857,144,KURUKSHETRA,HARYANA,2001
103442,53295,50147,19211,8972,10239,86539,44579,41960,16862,8658,8204,71429,36446,34983,10087,5576,4511,248967,127881,121086,22720,14745,7975,90650,45150,45500,3570,2842,728,KURUKSHETRA,HARYANA,2011
56814,28784,28030,1550,1130,420,53082,27315,25767,2040,1760,280,43834,21864,21970,1590,1400,190,126650,67407,59243,3840,3710,130,58750,28986,29764,90,80,10,MAHENDRAGARH,HARYANA,1991
71966,37457,34509,4114,2834,1280,61887,31015,30872,4150,3172,978,53235,25738,27497,2954,2376,578,166286,84989,81297,7162,6488,674,71211,34631,36580,635,610,25,MAHENDRAGARH,HARYANA,2001
91649,48700,42949,15608,8829,6779,77459,40627,36832,13995,8659,5336,66799,33538,33261,7802,5405,2397,228491,116823,111668,14581,12147,2434,95360,45415,49945,2102,1978,124,MAHENDRAGARH,HARYANA,2011
93889,49309,44580,3952,2767,1185,69915,36664,33251,3304,2343,961,56654,28320,28334,1826,1299,527,176062,90656,85406,3933,3206,727,64888,32828,32060,327,303,24,MEWAT,HARYANA,2011
100067,53912,46155,11419,7287,4132,78870,41768,37102,10342,6902,3440,65073,32827,32246,5827,4012,1815,217117,112838,104279,10942,8276,2666,75766,37820,37946,1560,1385,175,PALWAL,HARYANA,2011
46467,26129,20338,6637,3117,3520,44203,23701,20502,8654,4278,4376,38547,21040,17507,7022,3855,3167,112603,63078,49525,22232,13528,8704,32957,17312,15645,3925,3066,859,PANCHKULA,HARYANA,2001
54745,29406,25339,12173,5896,6277,53355,27987,25368,15994,7693,8301,46752,24280,22472,13130,6622,6508,152998,81170,71828,36834,20079,16755,50932,26268,24664,10250,6810,3440,PANCHKULA,HARYANA,2011
75295,39425,35870,3530,1770,1760,68078,35377,32701,3810,2150,1660,57183,29343,27840,3300,2060,1240,155681,85455,70226,6720,5480,1240,60778,32299,28479,350,340,10,PANIPAT,HARYANA,1991
91768,52259,39509,6962,3593,3369,80999,43817,37182,7285,4053,3232,69090,35751,33339,5521,3211,2310,199884,108906,90978,14479,9863,4616,63705,32960,30745,1142,941,201,PANIPAT,HARYANA,2001
126101,67661,58440,18515,9243,9272,107971,57386,50585,18184,9414,8770,89134,46052,43082,11432,6224,5208,286466,150749,135717,25365,15620,9745,90408,46281,44127,3350,2617,733,PANIPAT,HARYANA,2011
53245,26720,26525,2350,1410,940,45475,22384,23091,2570,1840,730,39780,18470,21310,1930,1470,460,118711,61588,57123,4423,4053,370,52959,26479,26480,190,180,10,REWARI,HARYANA,1991
71680,38349,33331,5386,3297,2089,63180,32681,30499,5842,3974,1868,52790,26386,26404,4229,3081,1148,163315,84271,79044,10118,8531,1587,64600,31698,32902,936,867,69,REWARI,HARYANA,2001
91183,46855,44328,16035,8152,7883,80970,41888,39082,15751,8786,6965,68949,35064,33885,10194,6402,3792,225984,116349,109635,19973,15153,4820,86328,41331,44997,2947,2709,238,REWARI,HARYANA,2011
165995,89743,76252,7950,4480,3470,147611,77803,69808,7650,4780,2870,118937,61615,57322,6264,4054,2210,348293,188292,160001,15540,13030,2510,154501,79705,74796,960,860,100,ROHTAK,HARYANA,1991
88736,50468,38268,9973,5378,4595,75914,40621,35293,9929,5812,4117,65376,33215,32161,6656,4020,2636,209137,111601,97536,18760,12890,5870,80455,40368,40087,2092,1823,269,ROHTAK,HARYANA,2001
107524,58580,48944,23046,11913,11133,93095,49523,43572,22468,12063,10405,77927,40927,37000,14057,7888,6169,274181,143424,130757,32098,20085,12013,102931,51060,51871,5436,4453,983,ROHTAK,HARYANA,2011
87520,45950,41570,3420,1970,1450,77469,40252,37217,2978,2120,858,64081,33336,30745,2499,1759,740,158650,86942,71708,4470,3820,650,69550,34989,34561,180,160,20,SIRSA,HARYANA,1991
104387,55854,48533,5925,3169,2756,91344,46869,44475,5353,3256,2097,83651,42395,41256,4457,2956,1501,231792,123513,108279,10776,8117,2659,84474,41497,42977,732,646,86,SIRSA,HARYANA,2001
132254,70251,62003,16733,8402,8331,111538,58733,52805,16360,9192,7168,96984,49434,47550,9186,5471,3715,325240,167676,157564,18703,12733,5970,120305,59053,61252,2236,1895,341,SIRSA,HARYANA,2011
70832,37760,33072,3917,1867,2050,61702,32737,28965,3970,2380,1590,52111,27081,25030,3143,2030,1113,144055,79956,64099,8440,6680,1760,53291,27689,25602,340,300,40,SONIPAT,HARYANA,1991
116205,65904,50301,8920,4714,4206,102414,55209,47205,9424,5786,3638,88920,45928,42992,6397,3999,2398,274842,147076,127766,17303,12736,4567,102394,52431,49963,1824,1595,229,SONIPAT,HARYANA,2001
150360,81351,69009,25452,13131,12321,128481,68783,59698,24026,13082,10944,105709,55637,50072,14534,8336,6198,358473,188623,169850,30313,20042,10271,129352,65033,64319,5162,4237,925,SONIPAT,HARYANA,2011
75345,40359,34986,4520,2350,2170,65083,32769,32314,4118,2370,1748,56742,28822,27920,3740,2250,1490,160981,88398,72583,7612,5682,1930,68492,36352,32140,660,570,90,YAMUNANAGAR,HARYANA,1991
99174,54237,44937,8728,4223,4505,83979,44484,39495,8535,4572,3963,75162,38149,37013,6088,3515,2573,232603,125365,107238,17004,11237,5767,83994,42676,41318,1688,1400,288,YAMUNANAGAR,HARYANA,2001
126631,66914,59717,19120,8431,10689,108748,57130,51618,20461,9773,10688,90975,46695,44280,13063,6917,6146,316110,164527,151583,29285,17492,11793,112009,56694,55315,4608,3409,1199,YAMUNANAGAR,HARYANA,2011
25761,12090,13671,943,595,348,23015,10774,12241,881,601,280,18474,8771,9703,626,474,152,62653,30533,32120,1877,1635,242,26982,13931,13051,88,83,5,BILASPUR,HIMACHAL PRADESH,1991
31955,16244,15711,2863,1507,1356,29018,13994,15024,3058,1846,1212,24077,11778,12299,1766,1244,522,82688,40014,42674,3620,2940,680,35720,17317,18403,412,386,26,BILASPUR,HIMACHAL PRADESH,2001
34729,17468,17261,5587,2398,3189,31836,15771,16065,7164,3415,3749,30641,15364,15277,5264,2957,2307,111737,55467,56270,8558,6036,2522,45486,21376,24110,1409,1262,147,BILASPUR,HIMACHAL PRADESH,2011
35655,17425,18230,615,287,328,32110,16045,16065,1055,590,465,24956,12806,12150,834,558,276,82432,43258,39174,1831,1407,424,26862,14758,12104,121,101,20,CHAMBA,HIMACHAL PRADESH,1991
41560,21155,20405,1695,997,698,36735,18582,18153,2159,1339,820,31879,16239,15640,1556,1025,531,105039,54144,50895,3262,2372,890,32635,16462,16173,317,245,72,CHAMBA,HIMACHAL PRADESH,2001
51043,25190,25853,2983,1494,1489,43958,22103,21855,4165,2301,1864,38352,19480,18872,3289,2003,1286,132182,66033,66149,5246,3487,1759,41638,20225,21413,672,505,167,CHAMBA,HIMACHAL PRADESH,2011
29427,12961,16466,1059,691,368,26684,11492,15192,1034,728,306,21488,9230,12258,910,688,222,79589,34946,44643,2512,2257,255,37113,18396,18717,143,143,0,HAMIRPUR,HIMACHAL PRADESH,1991
37056,16836,20220,4139,1892,2247,32167,13808,18359,3755,2139,1616,26978,11738,15240,2038,1372,666,100859,44609,56250,5149,4276,873,49832,22949,26883,689,654,35,HAMIRPUR,HIMACHAL PRADESH,2001
37659,17117,20542,8047,2972,5075,34126,14168,19958,9179,3679,5500,33924,14526,19398,6407,3189,3218,133928,61064,72864,10839,7573,3266,62730,28526,34204,2319,2138,181,HAMIRPUR,HIMACHAL PRADESH,2011
101607,47613,53994,3733,2024,1709,86845,39509,47336,4224,2596,1628,72327,34005,38322,3288,2268,1020,260223,124894,135329,8130,6693,1437,103350,54775,48575,540,495,45,KANGRA,HIMACHAL PRADESH,1991
127031,60542,66489,10178,4789,5389,106547,49183,57364,10040,5441,4599,90115,41337,48778,6042,3763,2279,332798,157476,175322,16479,12316,4163,135965,66529,69436,2143,1895,248,KANGRA,HIMACHAL PRADESH,2001
132145,63164,68981,19086,7325,11761,123432,56597,66835,22850,9729,13121,117860,55359,62501,15999,8166,7833,443317,213373,229944,30981,20222,10759,177415,85712,91703,6178,5245,933,KANGRA,HIMACHAL PRADESH,2011
7225,4088,3137,163,120,43,7197,4219,2978,289,249,40,5103,3000,2103,242,201,41,16157,9297,6860,460,427,33,5570,2480,3090,6,6,0,KINNAUR,HIMACHAL PRADESH,1991
7405,4251,3154,238,154,84,7729,4413,3316,565,404,161,6514,3862,2652,450,374,76,19853,11199,8654,770,703,67,7116,3261,3855,43,41,2,KINNAUR,HIMACHAL PRADESH,2001
8525,5147,3378,685,352,333,8896,5423,3473,1315,731,584,7661,4510,3151,1180,749,431,25821,14727,11094,1733,1373,360,8192,3740,4452,135,123,12,KINNAUR,HIMACHAL PRADESH,2011
28269,14378,13891,869,575,294,25834,13268,12566,1153,846,307,20600,10587,10013,876,669,207,65993,35467,30526,1925,1616,309,20449,11170,9279,91,82,9,KULLU,HIMACHAL PRADESH,1991
36021,18727,17294,2097,1232,865,33212,17133,16079,2638,1777,861,28173,14717,13456,1924,1378,546,90568,48083,42485,4567,3610,957,27620,14033,13587,393,346,47,KULLU,HIMACHAL PRADESH,2001
45039,23183,21856,4031,1905,2126,39955,20875,19080,5657,3144,2513,35480,18404,17076,4197,2576,1621,120218,62314,57904,8569,6133,2436,37094,18551,18543,1137,927,210,KULLU,HIMACHAL PRADESH,2011
3449,2057,1392,142,76,66,3289,1987,1302,296,218,78,2965,1845,1120,246,222,24,9152,5287,3865,466,445,21,2855,1387,1468,13,13,0,LAHUL  SPITI,HIMACHAL PRADESH,2001
2989,1672,1317,291,155,136,2985,1637,1348,637,358,279,2712,1482,1230,518,340,178,9370,5072,4298,740,642,98,3299,1542,1757,57,50,7,LAHUL  SPITI,HIMACHAL PRADESH,2011
3410,1960,1450,76,60,16,3257,1981,1276,174,158,16,2410,1467,943,149,137,12,7651,4492,3159,206,199,7,2427,1196,1231,1,1,0,LAHUL AND SPITI,HIMACHAL PRADESH,1991
69727,32236,37491,1994,1104,890,60047,28147,31900,2414,1628,786,49070,23318,25752,1909,1344,565,164558,81479,83079,4545,3722,823,60200,31128,29072,246,236,10,MANDI,HIMACHAL PRADESH,1991
87650,42776,44874,5986,3132,2854,76548,37012,39536,6578,3966,2612,63099,30228,32871,3853,2559,1294,215854,104539,111315,9163,6985,2178,81344,39470,41874,1111,1002,109,MANDI,HIMACHAL PRADESH,2001
89945,44215,45730,10578,4628,5950,83705,40476,43229,13497,6622,6875,81122,39763,41359,10462,5950,4512,286869,140066,146803,17871,12066,5805,105991,50298,55693,3123,2620,503,MANDI,HIMACHAL PRADESH,2011
60499,31584,28915,4704,2811,1893,55409,28981,26428,5344,3556,1788,43897,23539,20358,4568,3131,1437,141529,77490,64039,10635,8315,2320,42874,23546,19328,840,727,113,SHIMLA,HIMACHAL PRADESH,1991
72215,38169,34046,8728,4762,3966,66660,34680,31980,9990,6064,3926,56957,30375,26582,7470,4929,2541,186087,100866,85221,19962,14692,5270,56061,29335,26726,2283,1877,406,SHIMLA,HIMACHAL PRADESH,2001
82123,42625,39498,13833,6039,7794,76144,39513,36631,18400,9295,9105,69102,36102,33000,14177,8034,6143,245721,129664,116057,33491,22311,11180,72710,36968,35742,4942,3807,1135,SHIMLA,HIMACHAL PRADESH,2011
33953,17631,16322,974,541,433,30551,15736,14815,1292,807,485,24311,12741,11570,963,640,323,81054,43921,37133,2228,1726,502,27125,15649,11476,156,144,12,SIRMAUR,HIMACHAL PRADESH,1991
42233,22817,19416,2251,1102,1149,37641,19671,17970,3059,1735,1324,31705,16666,15039,2189,1455,734,105241,55685,49556,4620,3298,1322,33531,18119,15412,610,504,106,SIRMAUR,HIMACHAL PRADESH,2001
53262,27702,25560,4400,2010,2390,46114,23901,22213,6520,3266,3254,39844,20812,19032,4655,2618,2037,137481,71891,65590,8955,5776,3179,41985,21797,20188,1284,987,297,SIRMAUR,HIMACHAL PRADESH,2011
39765,21455,18310,1742,979,763,33440,17450,15990,2240,1349,891,25482,13364,12118,1830,1179,651,79782,41468,38314,3732,2791,941,27691,15128,12563,301,264,37,SOLAN,HIMACHAL PRADESH,1991
55817,32270,23547,3812,1916,1896,51748,28953,22795,5328,3129,2199,39476,21869,17607,3895,2491,1404,116164,62096,54068,8802,6167,2635,35988,18527,17461,1046,866,180,SOLAN,HIMACHAL PRADESH,2001
60096,33160,26936,7075,3165,3910,55790,29770,26020,9231,4526,4705,50117,26457,23660,7371,4035,3336,161573,85881,75692,15816,10206,5610,46286,23465,22821,2406,1833,573,SOLAN,HIMACHAL PRADESH,2011
33255,15935,17320,1261,663,598,27547,12872,14675,1172,690,482,23054,10963,12091,1098,750,348,82240,39308,42932,2412,2045,367,39360,20085,19275,229,216,13,UNA,HIMACHAL PRADESH,1991
40637,19859,20778,3039,1250,1789,36213,17116,19097,3206,1620,1586,30737,14747,15990,1831,1091,740,107092,52072,55020,4963,3681,1282,48897,23457,25440,603,555,48,UNA,HIMACHAL PRADESH,2001
46311,23077,23234,6519,2270,4249,42219,19891,22328,7580,3027,4553,39542,18994,20548,5107,2391,2716,147984,73558,74426,9877,6205,3672,60183,28675,31508,1712,1483,229,UNA,HIMACHAL PRADESH,2011
95257,49269,45988,4526,2947,1579,79507,41470,38037,5932,4260,1672,72377,38165,34212,4433,3358,1075,262423,140554,121869,10146,8666,1480,71479,39749,31730,656,612,44,ANANTNAG,JAMMU  KASHMIR,2001
93874,46732,47142,10461,6110,4351,82421,41517,40904,10474,6262,4212,72628,36673,35955,6443,3953,2490,231324,119835,111489,14864,10968,3896,69555,35911,33644,1585,1459,126,ANANTNAG,JAMMU  KASHMIR,2011
51644,26992,24652,2465,1723,742,43226,22678,20548,3089,2425,664,38904,20584,18320,2107,1684,423,134305,71415,62890,4486,3760,726,35753,19741,16012,373,352,21,BADGAM,JAMMU  KASHMIR,2001
64695,33951,30744,7307,4643,2664,54133,28788,25345,6724,4588,2136,46538,24506,22032,3521,2491,1030,156008,81529,74479,7009,5703,1306,47365,25007,22358,828,769,59,BADGAM,JAMMU  KASHMIR,2011
37627,19637,17990,3121,1988,1133,31805,17158,14647,3206,2131,1075,26520,14672,11848,1730,1248,482,86449,46279,40170,3418,2809,609,26298,14264,12034,496,462,34,BANDIPORE,JAMMU  KASHMIR,2011
97579,51471,46108,4592,2954,1638,84750,44823,39927,5875,4079,1796,74915,40350,34565,4373,3259,1114,254098,136193,117905,9879,8234,1645,74612,42160,32452,923,834,89,BARAMULA,JAMMU  KASHMIR,2001
94755,49821,44934,12031,7293,4738,87214,48725,38489,12103,7570,4533,72014,39208,32806,6623,4277,2346,226945,121475,105470,14011,10613,3398,71213,37889,33324,2052,1820,232,BARAMULA,JAMMU  KASHMIR,2011
57365,30730,26635,1585,1086,499,52721,28192,24529,1926,1328,598,45724,24717,21007,1790,1309,481,142945,77049,65896,3776,3084,692,45520,24633,20887,276,265,11,DODA,JAMMU  KASHMIR,2001
38242,19607,18635,2502,1533,969,34453,18123,16330,3026,1929,1097,30158,15925,14233,2096,1432,664,86672,45944,40728,4112,3022,1090,29103,14903,14200,579,527,52,DODA,JAMMU  KASHMIR,2011
27794,14653,13141,3199,1965,1234,25265,14104,11161,3036,2045,991,20356,11032,9324,1223,906,317,62617,33502,29115,2281,1868,413,19883,10667,9216,256,215,41,GANDERBAL,JAMMU  KASHMIR,2011
151465,82386,69079,16028,7789,8239,141437,75076,66361,19006,9894,9112,124427,66583,57844,15957,8848,7109,387777,210334,177443,47344,31174,16170,127462,64881,62581,6270,5280,990,JAMMU,JAMMU  KASHMIR,2001
147093,76482,70611,25703,11761,13942,144033,75060,68973,30150,14032,16118,123830,64674,59156,22488,11249,11239,443841,232893,210948,67598,39092,28506,143809,72772,71037,14452,11048,3404,JAMMU,JAMMU  KASHMIR,2011
11632,6528,5104,293,206,87,9195,5363,3832,374,294,80,7587,4422,3165,249,212,37,25364,14806,10558,686,646,40,7509,4352,3157,32,29,3,KARGIL,JAMMU  KASHMIR,2001
15109,8212,6897,577,411,166,15646,9613,6033,965,729,236,11984,7521,4463,716,561,155,31634,18113,13521,1100,937,163,9431,5204,4227,66,61,5,KARGIL,JAMMU  KASHMIR,2011
50629,26834,23795,2579,1387,1192,46164,24235,21929,2912,1762,1150,38425,19849,18576,2527,1656,871,121307,63862,57445,5682,4382,1300,44569,23082,21487,478,434,44,KATHUA,JAMMU  KASHMIR,2001
57528,29538,27990,5079,2273,2806,52176,26242,25934,5663,2703,2960,47710,24644,23066,4335,2400,1935,156996,82683,74313,9854,6634,3220,53101,27140,25961,1381,1202,179,KATHUA,JAMMU  KASHMIR,2011
19734,10014,9720,1291,714,577,19104,9875,9229,1416,874,542,16930,8833,8097,995,649,346,50218,26559,23659,1936,1335,601,17351,9181,8170,182,161,21,KISHTWAR,JAMMU  KASHMIR,2011
41190,20010,21180,4832,2981,1851,34293,16952,17341,4483,2856,1627,30079,15088,14991,2233,1539,694,96815,50425,46390,5004,4192,812,30229,16101,14128,569,537,32,KULGAM,JAMMU  KASHMIR,2011
53029,28337,24692,1687,1158,529,46024,25083,20941,2402,1875,527,40241,22372,17869,1824,1524,300,133636,72836,60800,3691,3322,369,37008,20947,16061,227,215,12,KUPWARA,JAMMU  KASHMIR,2001
70692,38505,32187,5622,3674,1948,68046,41511,26535,6024,4262,1762,57150,33789,23361,3430,2656,774,161592,89782,71810,6867,5816,1051,49372,26863,22509,675,617,58,KUPWARA,JAMMU  KASHMIR,2011
11599,6116,5483,550,285,265,11804,6675,5129,918,588,330,10234,6434,3800,675,524,151,28999,17074,11925,1320,1124,196,9979,5360,4619,92,77,15,LEH LADAKH,JAMMU  KASHMIR,2001
14428,9031,5397,1535,793,742,18701,13083,5618,2171,1284,887,14480,9701,4779,1500,929,571,36315,21523,14792,2135,1654,481,11739,6212,5527,186,155,31,LEHLADAKH,JAMMU  KASHMIR,2011
55401,28491,26910,3595,2451,1144,45202,23487,21715,4272,3250,1022,41975,22115,19860,2885,2288,597,153069,80977,72092,6284,5449,835,41191,22787,18404,505,458,47,PULWAMA,JAMMU  KASHMIR,2001
54308,27160,27148,8249,4798,3451,49785,26637,23148,8359,5289,3070,41424,21692,19732,4428,2973,1455,132989,70092,62897,9095,7205,1890,42730,22029,20701,992,909,83,PULWAMA,JAMMU  KASHMIR,2011
30204,15568,14636,928,607,321,27038,13437,13601,1371,943,428,24986,13073,11913,1353,982,371,76504,40291,36213,3008,2367,641,27109,15100,12009,162,149,13,PUNCH,JAMMU  KASHMIR,2001
40067,20913,19154,2340,1498,842,39839,21838,18001,3246,2158,1088,34237,18423,15814,2393,1638,755,103486,53602,49884,5797,4217,1580,33429,18427,15002,554,497,57,PUNCH,JAMMU  KASHMIR,2011
42593,23205,19388,1389,882,507,37269,19778,17491,1710,1113,597,32916,17887,15029,1584,1087,497,100318,53849,46469,3365,2714,651,33826,18400,15426,177,166,11,RAJAURI,JAMMU  KASHMIR,2001
57680,30997,26683,3741,2071,1670,56959,31848,25111,4283,2601,1682,48683,26991,21692,3194,1976,1218,142545,76375,66170,6892,4959,1933,45256,23895,21361,567,505,62,RAJOURI,JAMMU  KASHMIR,2011
